State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Public Library Definition,Legal Basis,Administrative Structure,Interlibrary Relationship,Service Population,Service Population Without Duplicates,Central Libraries,Branch Libraries,Bookmobiles,MLS Librarians,Librarians,Employees,Total Staff,Local Government Operating Revenue,State Government Operating Revenue,Federal Government Operating Revenue,Other Operating Revenue,Total Operating Revenue,Salaries,Benefits,Total Staff Expenditures,Print Collection Expenditures,Digital Collection Expenditures,Other Collection Expenditures,Total Collection Expenditures,Other Operating Expenditures,Total Operating Expenditures,Local Government Capital Revenue,State Government Capital Revenue,Federal Government Capital Revenue,Other Capital Revenue,Total Capital Revenue,Total Capital Expenditures,Print Collection,Digital Collection,Audio Collection,Downloadable Audio,Physical Video,Downloadable Video,Local Cooperative Agreements,State Licensed Databases,Total Licensed Databases,Print Subscriptions,Hours Open,Library Visits,Reference Transactions,Registered Users,Circulation Transactions,Interlibrary Loans Provided,Interlibrary Loans Received,Library Programs,Children’s Programs,Young Adult Programs,Library Program Audience,Children’s Program Audience,Young Adult Program Audience,Public Internet Computers,Internet Computer Use,Wireless Internet Sessions,Start Date,End Date
IA,IA0301,2015,BATAVIA PUBLIC LIBRARY,902 3RD ST,BATAVIA,52533,-92.1673021,40.9983419,19,101,JEFFERSON,17325,Y,CI,SO,ME,1117,1101,1,0,0,0,0.18,0,0.18,6673,0,0,648,7321, , , ,2318,317,300,2935, ,7435,0,0,0,0,0,0,4019,0,0,0,450,0,0,13,13,39,364,938,11,231,4148,0,0,5,5,0,125,125,0,1,167,0,07/01/2013,06/30/2014
IA,IA0302,2015,SPILLVILLE PUBLIC LIBRARY,201 OAK ST,SPILLVILLE,52168,-91.9533359,43.2033594,19,191,WINNESHIEK,20768,Y,CI,SO,ME,524,516,1,0,0,0,0.43,0.2,0.63,21240,1370,0,4955,27565, , , ,3114,43,1131,4288, ,22207,0,0,0,0,0,0,10329,0,424,0,854,0,0,16,16,27,1172,4049,1326,521,2849,57,60,27,5,0,377,118,0,4,2972,-1,07/01/2013,06/30/2014
IA,IA0303,2015,PLAINFIELD PUBLIC LIBRARY,723 MAIN ST,PLAINFIELD,50666,-92.535801,42.8408828,19,17,BREMER,24721,Y,CI,SO,ME,745,734,1,0,0,0.63,0.63,0.05,0.68,33569,1712,0,430,35711, , , ,7910,387,898,9195, ,32286,0,0,0,4134,4134,4134,13376,8200,26,4080,862,0,0,13,13,38,1267,5804,724,1622,5975,140,96,172,62,2,2434,1235,44,6,1106,-1,07/01/2013,06/30/2014
IA,IA0304,2015,JEFFERSON PUBLIC LIBRARY,200 W LINCOLNWAY,JEFFERSON,50129,-94.3761254,42.0153057,19,73,GREENE,9200,Y,CI,SO,ME,5663,5581,1,0,0,0,3.1,1.43,4.53,245888,3800,1136,34789,285613,126008,32271,158279,33518,5410,6924,45852,57066,261197,9000,0,0,0,9000,0,35413,15552,921,8189,2883,0,3,14,17,59,2025,58999,3014,5064,80609,124,137,610,553,12,11871,10599,244,10,4638,787,07/01/2013,06/30/2014
IA,IA0305,2015,ADAIR PUBLIC LIBRARY,310 AUDUBON,ADAIR,50002,-94.6414048,41.5006487,19,1,ADAIR,7454,Y,CI,SO,ME,860,848,1,0,0,0,0.33,0.1,0.43,17509,0,0,1263,18772, , , ,3293,0,736,4029, ,20554,0,0,0,0,0,0,8008,0,79,0,193,0,0,0,0,27,676,2302,12,202,3406,0,0,8,6,0,192,162,0,1,85,0,07/01/2013,06/30/2014
IA,IA0306,2015,CASEY PUBLIC LIBRARY,604 MCPHERDON DR,CASEY,50048,0,0,19,1,GUTHRIE,7454,Y,CI,SO,ME,476,469,1,0,0,0,0.5,0.05,0.55,15642,1438,0,3996,21076, , , ,630,140,45,815, ,13921,0,0,0,0,0,0,5246,0,203,0,872,0,0,13,13,11,1040,4824,8,299,2673,157,149,32,20,1,448,295,10,3,1812,-1,07/01/2013,06/30/2014
IA,IA0307,2015,FONTANELLE PUBLIC LIBRARY,303 WASHINGTON,FONTANELLE,50846,-94.5639735,41.2895967,19,1,ADAIR,7454,Y,CI,SO,ME,1082,1066,1,0,0,0,0.35,0.35,0.7,23769,1250,0,2250,27269, , , ,2660,59,65,2784, ,25364,0,0,0,0,0,0,11880,0,128,0,447,0,0,16,16,25,1040,3640,95,634,6463,51,12,16,11,2,280,208,16,6,1560,0,07/01/2013,06/30/2014
IA,IA0308,2015,GREENFIELD PUBLIC LIBRARY,202 SO. FIRST ST,GREENFIELD,50849,-94.4610293,41.3040945,19,1,ADAIR,7454,Y,CI,SO,ME,4341,4278,1,0,0,0,1.6,0.4,2,99496,2477,0,6886,108859, , , ,14900,1017,1900,17817, ,117373,0,0,0,0,0,0,25440,10198,1339,8189,963,0,0,14,14,62,2082,15988,2190,2059,40557,125,144,90,70,0,615,450,0,8,8015,-1,07/01/2013,06/30/2014
IA,IA0309,2015,STUART PUBLIC LIBRARY,111 E FRONT ST,STUART,50250,-94.318397,41.503964,19,77,GUTHRIE,10722,Y,CI,SO,ME,1856,1829,1,0,0,0,0.9,0.75,1.65,44357,2641,0,3265,50263, , , ,1100,450,550,2100, ,46877,0,0,0,0,0,0,15966,14040,677,8129,1060,0,0,16,16,12,1612,24288,1250,2449,17975,16,33,140,91,3,1613,851,21,8,6198,-1,07/01/2013,06/30/2014
IA,IA0310,2015,CHURDAN PUBLIC LIBRARY,414 SAND ST,CHURDAN,50050,-94.479818,42.1552581,19,73,GREENE,9200,Y,CI,SO,ME,1334,1315,1,0,0,0,1.45,0.6,2.05,51588,5096,457,9105,66246,32979,3840,36819,7436,380,563,8379,21166,66364,0,1094,3000,0,4094,6994,14978,15552,315,8189,550,0,0,17,17,38,1768,7150,465,538,23728,65,84,110,90,7,4176,3647,207,6,2504,-1,07/01/2013,06/30/2014
IA,IA0311,2015,GRAND JUNCTION PUBLIC LIBRARY,106 E MAIN ST,GRAND JUNCTION,50107,-94.2421533,42.0316147,19,73,GREENE,9200,Y,CI,SO,ME,945,931,1,0,0,0,0.6,0,0.6,21583,988,0,1374,23945, , , ,5430,434,100,5964, ,21542,0,0,0,0,0,0,8730,15552,187,8189,496,0,1,16,17,24,1200,8442,16,798,6498,43,5,118,56,10,1114,612,182,6,1753,0,07/01/2013,06/30/2014
IA,IA0312,2015,REMBRANDT PUBLIC LIBRARY,MAIN ST 7 BROADWAY,REMBRANDT,50576,-95.170745,42.799484,19,21,BUENA VISTA,20578,Y,CI,SO,ME,1011,996,1,0,0,0,0.5,0,0.5,15700,978,0,0,16678, , , ,3247,0,720,3967, ,14417,0,0,0,0,0,0,5830,0,32,0,224,0,0,3,3,21,1000,3425,150,184,5800,168,31,33,32,0,564,509,0,4,1490,0,07/01/2013,06/30/2014
IA,IA0313,2015,WILLIAM PATON PUBLIC LIBRARY,105 W MAIN ST,PATON,50217,-94.2542892,42.1661936,19,73,GREENE,9200,Y,CI,SO,ME,473,466,1,0,0,0,0.55,0,0.55,19476,1199,0,4449,25124, , , ,2800,1171,415,4386, ,24137,0,0,0,0,0,0,7071,15552,42,8189,358,0,0,13,13,21,1140,5200,65,360,5809,2,7,49,32,8,984,620,184,5,600,25,07/01/2013,06/30/2014
IA,IA0314,2015,RIPPEY PUBLIC LIBRARY,224 MAIN ST,RIPPEY,50235,-94.2015477,41.9345723,19,73,GREENE,9200,Y,CI,SO,ME,352,347,1,0,0,0,0.45,0,0.45,14475,0,0,3518,17993, , , ,1880,40,531,2451, ,15134,0,0,0,0,0,0,6543,0,4,0,525,0,0,13,13,31,1040,2684,300,459,3458,0,20,121,63,21,1591,952,335,6,750,1456,07/01/2013,06/30/2014
IA,IA0316,2015,BAYARD PUBLIC LIBRARY,315 MAIN ST,BAYARD,50029,-94.5580297,41.850961,19,77,GUTHRIE,10722,Y,CI,SO,ME,840,828,1,0,0,0,1.5,0,1.5,64823,2506,0,7985,75314, , , ,10726,49,708,11483, ,74320,0,0,0,0,0,0,14527,15552,247,8189,412,0,1,17,18,57,1456,15907,1301,798,13434,148,115,15,8,0,363,139,0,6,1482,-1,07/01/2013,06/30/2014
IA,IA0317,2015,MARY J. BARNETT MEMORIAL LIBRARY,400 GRAND,GUTHRIE CENTER,50115,-94.5029942,41.6791985,19,77,GUTHRIE,10722,Y,CI,SO,ME,2793,2753,1,0,0,0,1.6,0.15,1.75,79857,2386,0,4191,86434, , , ,9577,1916,1359,12852, ,85897,27450,0,0,0,27450,27450,29181,8226,1522,8189,1368,0,4,17,21,45,1508,19074,3116,2526,18937,185,98,127,22,1,1443,480,4,16,3616,-1,07/01/2013,06/30/2014
IA,IA0318,2015,JAMAICA PUBLIC LIBRARY,316 MAIN ST,JAMAICA,50128,-94.3079604,41.8477173,19,77,GUTHRIE,10722,Y,CI,SO,ME,518,511,1,0,0,0,0.5,0,0.5,20196,62,0,0,20258, , , ,3256,0,0,3256, ,14239,0,0,0,5100,5100,5100,5900,0,37,0,234,0,0,13,13,21,1032,1392,503,93,697,0,0,15,3,0,116,21,0,1,558,0,07/01/2013,06/30/2014
IA,IA0319,2015,MENLO PUBLIC LIBRARY,504 5TH ST,MENLO,50164,-94.4043953,41.5204549,19,77,GUTHRIE,10722,Y,CI,SO,ME,601,592,1,0,0,0,0.8,0,0.8,22222,1163,0,80,23465, , , ,4229,43,407,4679, ,28768,0,0,0,350,350,350,5616,0,0,0,601,0,1,17,18,5,1092,22034,1424,326,4566,9,31,72,54,12,1477,1329,85,4,2691,-1,07/01/2013,06/30/2014
IA,IA0320,2015,PANORA PUBLIC LIBRARY,102 N 1ST ST,PANORA,50216,-94.3643889,41.6918073,19,77,GUTHRIE,10722,Y,CI,SO,ME,2839,2798,1,0,0,0,1.48,0,1.48,66800,2229,0,4305,73334, , , ,12704,482,1870,15056, ,77598,3500,0,0,0,3500,60924,18552,15552,751,8189,332,0,0,17,17,66,1820,6240,1500,2221,19762,178,492,28,15,4,385,220,40,7,3200,-1,07/01/2013,06/30/2014
IA,IA0323,2015,MANSON PUBLIC LIBRARY,1312 10TH AVE,MANSON,50563,-94.534109,42.528248,19,25,CALHOUN,9866,Y,CI,SO,ME,2004,1975,1,0,0,0,1.54,0,1.54,57508,1614,0,4373,63495, , , ,5824,562,1339,7725, ,60860,0,0,0,0,0,0,16634,15552,855,8189,442,0,0,16,16,31,1664,8401,3541,1642,10954,184,81,76,48,0,1714,1502,0,7,3640,-1,07/01/2013,06/30/2014
IA,IA0324,2015,ROCKWELL CITY PUBLIC LIBRARY,424 MAIN ST,ROCKWELL CITY,50579,-94.6349016,42.3958053,19,25,CALHOUN,9866,Y,CI,SO,ME,2633,2595,1,0,0,0,1.2,0.13,1.33,73542,1730,0,2450,77722, , , ,8840,546,1200,10586, ,73614,0,0,0,0,0,0,37275,15552,1165,8189,932,0,0,16,16,40,2080,15880,2496,2434,16718,49,349,46,32,2,1070,770,40,26,6000,-1,07/01/2013,06/30/2014
IA,IA0325,2015,CARROLL PUBLIC LIBRARY,118 E 5TH ST,CARROLL,51401,-94.8660517,42.0641385,19,27,CARROLL,20562,Y,CI,SO,ME,15962,15732,1,0,0,0,4.73,1.23,5.96,387276,7680,0,6640,401596,199740,42597,242337,54759,24173,7392,86324,64095,392756,13959,0,0,0,13959,13959,59677,15552,2636,8189,3769,0,14,17,31,148,3172,87809,7960,9503,126370,628,210,446,269,7,10704,8350,130,10,10106,-1,07/01/2013,06/30/2014
IA,IA0326,2015,CEDAR FALLS PUBLIC LIBRARY,524 MAIN ST,CEDAR FALLS,50613,-92.43726,42.5441939,19,13,BLACK HAWK,132897,Y,CI,SO,ME,40361,39779,1,0,0,5.48,5.48,16,21.48,1749374,40446,0,185387,1975207,885108,242926,1128034,129066,34788,76019,239873,438739,1806646,0,0,0,191065,191065,133503,99049,4096,7404,859,9087,0,10,17,27,220,3406,245949,30249,35177,479721,2141,1203,785,449,52,26324,20389,1011,96,52044,12482,07/01/2013,06/30/2014
IA,IA0327,2015,DUNKERTON PUBLIC LIBRARY,203 E TOWER ST,DUNKERTON,50626,-92.159343,42.5680969,19,13,BLACK HAWK,132897,Y,CI,SO,ME,2738,2699,1,0,0,0,1.08,0,1.08,53876,1406,0,9158,64440, , , ,6095,444,1436,7975, ,64441,0,0,0,0,0,0,13132,8200,151,4080,467,0,0,17,17,11,1440,8269,988,967,8401,282,379,41,23,6,772,613,58,11,1760,-1,07/01/2013,06/30/2014
IA,IA0328,2015,HUDSON PUBLIC LIBRARY,401 5TH ST,HUDSON,50643,-92.4554847,42.4065788,19,13,BLACK HAWK,132897,Y,CI,SO,ME,3121,3076,1,0,0,1,2.71,0.28,2.99,189944,3454,0,8405,201803,99093,34093,133186,20024,1908,3578,25510,43107,201803,2035,0,0,0,2035,2035,29467,8200,2034,4080,1865,0,1,17,18,93,3068,47048,1264,3346,25721,808,264,597,269,46,5393,3055,260,9,9094,1565,07/01/2013,06/30/2014
IA,IA0329,2015,JANESVILLE PUBLIC LIBRARY,227 MAIN ST,JANESVILLE,50647,-92.463035,42.647388,19,17,BREMER,24721,Y,CI,SO,ME,1829,1803,1,0,0,0,1,0,1,73646,2075,0,3063,78784, , , ,7998,456,2388,10842, ,68778,0,0,0,0,0,0,10718,8200,13,4080,1587,0,1,17,18,50,1664,8877,590,903,16365,139,18,36,36,0,270,270,0,4,484,-1,07/01/2013,06/30/2014
IA,IA0330,2015,HAWKINS MEMORIAL LIBRARY,308 MAIN ST,LA PORTE CITY,50651,-92.191562,42.314566,19,13,BLACK HAWK,132897,Y,CI,SO,ME,3612,3560,1,0,0,0,2.01,0,2.01,99942,4875,0,5214,110031,52200,15348,67548,13313,644,7260,21217,20751,109516,0,0,0,0,0,0,13576,8200,192,4080,1938,0,0,16,16,64,1668,21240,1947,1988,25582,88,116,208,119,4,3704,2963,104,5,1440,-1,07/01/2013,06/30/2014
IA,IA0331,2015,WATERLOO PUBLIC LIBRARY,415 COMMERCIAL ST,WATERLOO,50701,-92.341354,42.496188,19,13,BLACK HAWK,132897,Y,CI,SO,ME,73448,72389,1,0,0,4.25,5.75,24.4,30.15,2529992,35463,0,96523,2661978,1436061,571621,2007682,130320,51988,82640,264948,310443,2583073,15995,0,0,0,15995,15995,131063,4444,12152,895,14748,0,11,16,27,151,3394,271603,64934,42672,422204,1364,2186,780,631,8,17109,14172,227,78,105304,15157,07/01/2013,06/30/2014
IA,IA0332,2015,EVANSDALE PUBLIC LIBRARY,123 N EVANS RD,EVANSDALE,50707,-92.2880923,42.4779397,19,13,BLACK HAWK,132897,Y,CI,SO,ME,6697,6600,1,0,0,0,1.38,0.05,1.43,95903,2300,0,2781,100984, , , ,14676,1878,746,17300, ,98985,0,0,0,0,0,0,12702,8200,73,4080,530,0,3,16,19,73,2080,9400,624,4259,12380,71,231,6,2,2,201,67,67,7,4082,74,07/01/2013,06/30/2014
IA,IA0333,2015,DENVER PUBLIC LIBRARY,100 WASHINGTON ST,DENVER,50622,-92.3371445,42.6737772,19,17,BREMER,24721,Y,CI,SO,ME,3234,3187,1,0,0,0,2.43,0.25,2.68,129149,4665,0,11615,145429,74263,12469,86732,14239,574,3577,18390,37743,142865,0,0,0,0,0,0,29691,8200,717,4080,1842,0,1,17,18,42,2340,18695,2080,3903,38396,527,394,157,91,6,4698,3200,41,12,4249,1500,07/01/2013,06/30/2014
IA,IA0334,2015,JAMES KENNEDY PUBLIC LIBRARY,320 1ST AVE E,DYERSVILLE,52040,-91.1212493,42.4845897,19,61,DUBUQUE,96370,Y,CI,SO,ME,4058,3999,1,0,0,2,3.53,2.9,6.43,348585,15344,4060,17441,385430,188674,45650,234324,43928,10483,14854,69265,75396,378985,13392,0,0,4483,17875,17875,58960,8550,2461,9001,5595,0,9,17,26,231,3144,77682,2808,4785,144924,652,641,680,281,63,10035,4613,447,14,3961,-1,07/01/2013,06/30/2014
IA,IA0335,2015,READLYN COMMUNITY LIBRARY,309 MAIN ST,READLYN,50668,-92.225358,42.70307,19,17,BREMER,24721,Y,CI,SO,ME,1133,1117,1,0,0,0,1.18,0.08,1.26,60721,2210,0,8572,71503, , , ,9945,439,1727,12111, ,72022,0,0,0,0,0,0,12691,6613,482,4056,1410,0,2,16,18,51,2184,25575,1040,1207,10374,352,351,149,71,0,2135,1642,0,5,2755,-1,07/01/2013,06/30/2014
IA,IA0336,2015,SUMNER PUBLIC LIBRARY,206 N RAILROAD ST,SUMNER,50674,-92.0990337,42.8485273,19,17,BREMER,24721,Y,CI,SO,ME,2671,2632,1,0,0,0,1.7,1,2.7,147823,3887,0,11367,163077,76806,30834,107640,13602,1884,1900,17386,34813,159839,0,0,0,0,0,0,31929,8200,2856,4080,1319,0,2,16,18,93,2419,34916,3052,2349,38821,525,209,243,89,6,5772,3239,48,11,3172,915,07/01/2013,06/30/2014
IA,IA0337,2015,TRIPOLI PUBLIC LIBRARY,101 4TH AVE SW,TRIPOLI,50676,-92.2582155,42.8055624,19,17,BREMER,24721,Y,CI,SO,ME,1809,1783,1,0,0,0,0.63,0.5,1.13,66882,1707,0,2173,70762, , , ,3656,509,1321,5486, ,57711,0,0,0,0,0,0,16276,8200,213,4080,1820,0,0,13,13,60,1836,14400,1454,2226,15547,91,91,63,40,16,952,677,115,9,6700,-1,07/01/2013,06/30/2014
IA,IA0338,2015,WAVERLY PUBLIC LIBRARY,1500 W BREMER AVE,WAVERLY,50677,-92.4886853,42.7256382,19,17,BREMER,24721,Y,CI,SO,ME,13005,12817,1,0,0,2.63,7.4,2.93,10.33,747240,12522,0,28089,787851,419987,126062,546049,62862,16498,12849,92209,149594,787852,0,0,0,0,0,0,59611,10692,1306,4080,5692,0,9,17,26,146,2847,137209,9724,16987,158966,907,601,679,609,33,26057,24604,1061,19,19391,15520,07/01/2013,06/30/2014
IA,IA0339,2015,FAIRBANK PUBLIC LIBRARY,212 MAIN ST,FAIRBANK,50629,-92.0494455,42.6392991,19,19,BUCHANAN,21038,Y,CI,SO,ME,2750,2710,1,0,0,0,0.8,0.05,0.85,39030,1840,0,6782,47652, , , ,8722,481,550,9753, ,47652,0,0,0,0,0,0,16608,4080,394,4080,292,0,0,16,16,30,1300,12693,1200,510,11335,52,189,77,51,1,1994,1661,5,7,2080,0,07/01/2013,06/30/2014
IA,IA0340,2015,INDEPENDENCE PUBLIC LIBRARY,805 1ST ST E,INDEPENDENCE,50644,-91.8848263,42.4687682,19,19,BUCHANAN,21038,Y,CI,SO,ME,12708,12525,1,0,0,1,3,2.65,5.65,383869,5182,0,8787,397838,192703,58362,251065,28608,4179,8941,41728,112949,405742,0,0,0,0,0,0,34793,10215,1654,4080,2274,0,1,17,18,79,3068,71272,4438,6088,94642,431,747,348,182,43,8302,4842,1417,20,34831,4455,07/01/2013,06/30/2014
IA,IA0341,2015,JESUP PUBLIC LIBRARY,721 6TH ST,JESUP,50648,-92.0635532,42.4761058,19,19,BUCHANAN,21038,Y,CI,SO,ME,6008,5921,1,0,0,0,2.2,0.25,2.45,142698,3066,0,4178,149942,75277,36295,111572,10520,1203,1387,13110,25260,149942,0,0,0,0,0,0,18952,8200,745,4080,625,0,0,17,17,114,2400,20970,906,4644,32890,435,485,144,90,6,2853,2416,77,9,4681,698,07/01/2013,06/30/2014
IA,IA0342,2015,LAMONT PUBLIC LIBRARY,616 BUSH ST,LAMONT,50650,-91.6419908,42.5993677,19,19,BUCHANAN,21038,Y,CI,SO,ME,2192,2160,1,0,0,0,0.55,0,0.55,23962,783,0,0,24745, , , ,3485,342,459,4286, ,23920,750,0,0,0,750,0,7685,8200,160,4080,470,0,0,0,0,20,1144,3734,38,259,2715,35,78,58,58,0,380,380,0,5,1439,-1,07/01/2013,06/30/2014
IA,IA0343,2015,WINTHROP PUBLIC LIBRARY,354 W MADISON ST,WINTHROP,50682,-91.7351589,42.4727741,19,19,BUCHANAN,21038,Y,CI,SO,ME,1739,1714,1,0,0,0,0.7,0,0.7,38706,1379,0,4556,44641, , , ,7760,188,188,8136, ,52756,0,0,0,0,0,0,11330,8200,490,4080,872,0,0,13,13,40,1352,6611,768,455,8129,94,142,69,62,5,2415,2360,46,5,2482,-1,07/01/2013,06/30/2014
IA,IA0344,2015,ALLISON PUBLIC LIBRARY,412 3RD ST,ALLISON,50602,-92.7940711,42.7528605,19,23,BUTLER,15006,Y,CI,SO,ME,1627,1604,1,0,0,0,1.25,0.35,1.6,72215,1761,0,316,74292, , , ,11997,470,1366,13833, ,66138,0,0,0,0,0,0,11469,8200,51,4080,960,0,0,17,17,72,1560,20488,2252,1560,19529,182,78,27,12,5,4218,1543,1399,6,4989,-1,07/01/2013,06/30/2014
IA,IA0345,2015,APLINGTON LEGION MEMORIAL LIBRARY,929 PARRIOTT ST,APLINGTON,50604,-92.8828984,42.5839831,19,23,BUTLER,15006,Y,CI,SO,ME,2727,2688,1,0,0,0,1.49,0.06,1.55,56751,3046,0,5494,65291, , , ,10679,481,1623,12783, ,65051,0,0,0,3767,3767,3767,19986,8200,510,4080,1095,0,1,17,18,65,2028,19987,1012,2454,27550,329,111,105,66,4,1855,1356,27,8,3159,0,07/01/2013,06/30/2014
IA,IA0346,2015,CLARKSVILLE PUBLIC LIBRARY,103 W GREENE ST,CLARKSVILLE,50619,-92.669079,42.783335,19,23,BUTLER,15006,Y,CI,SO,ME,2094,2064,1,0,0,0,1.38,0.63,2.01,99100,1901,0,2733,103734,53936,23834,77770,9976,527,900,11403,9955,99128,0,0,0,0,0,6493,20967,8200,148,4080,824,0,0,13,13,44,2080,16260,2297,1697,27437,195,420,92,78,0,2421,2157,0,6,2279,423,07/01/2013,06/30/2014
IA,IA0348,2015,GREENE PUBLIC LIBRARY,231 W TRAER ST,GREENE,50636,-92.8041437,42.8945063,19,23,BUTLER,15006,Y,CI,SO,ME,1957,1929,1,0,0,0,2.14,0.15,2.29,83052,3153,0,22302,108507,56054,34671,90725,12788,484,2680,15952,21018,127695,0,0,0,0,0,0,17465,8200,942,4080,1816,0,1,17,18,85,2483,20636,1814,2189,30347,179,152,85,65,2,1604,1295,22,9,3329,414,07/01/2013,06/30/2014
IA,IA0349,2015,ELIZABETH RASMUSSEN MARTIN MEMORIAL LIBRARY,406 PACKWAUKEE,NEW HARTFORD,50660,-92.62207,42.567382,19,23,BUTLER,15006,Y,CI,SO,ME,738,727,1,0,0,0,0.75,0.05,0.8,24019,842,0,2674,27535, , , ,4445,544,0,4989, ,24019,0,0,0,0,0,0,11826,8200,23,4080,621,0,0,5,5,25,1560,4491,104,619,5065,46,44,7,7,0,109,109,0,5,1080,0,07/01/2013,06/30/2014
IA,IA0350,2015,KOTHE MEMORIAL LIBRARY,309 3RD ST,PARKERSBURG,50665,-92.7872627,42.5772119,19,23,BUTLER,15006,Y,CI,SO,ME,2456,2421,1,0,0,0,2.18,0,2.18,90821,2646,0,7411,100878,51911,14886,66797,9422,1134,1628,12184,19153,98134,3000,0,0,0,3000,0,13107,8200,678,4080,1243,0,1,17,18,46,2184,13850,1181,2982,25383,214,422,77,64,2,2604,2447,40,10,4100,-1,07/01/2013,06/30/2014
IA,IA0351,2015,ELBERON PUBLIC LIBRARY,106 MAIN ST,ELBERON,52225,-92.316844,42.0058974,19,171,TAMA,17451,Y,CI,SO,ME,223,220,1,0,0,0,0.5,0,0.5,13734,1102,0,290,15126, , , ,1500,791,200,2491, ,12346,0,0,0,0,0,0,6682,0,30,0,572,0,0,17,17,14,1000,1062,262,118,795,5,5,14,12,0,95,85,0,5,780,0,07/01/2013,06/30/2014
IA,IA0352,2015,FAIRFAX PUBLIC LIBRARY,313 VANDERBILT ST,FAIRFAX,52228,-91.780963,41.919876,19,113,LINN,217751,Y,CI,SO,ME,3915,3859,1,0,0,0.3,1.46,0.13,1.59,117063,728,0,6210,124001, , , ,16954,822,6041,23817, ,124330,35307,0,0,0,35307,35307,13522,8200,595,4080,5977,0,0,13,13,61,1970,11820,275,1626,34294,461,52,26,20,1,1218,1102,12,3,1427,0,07/01/2013,06/30/2014
IA,IA0353,2015,WILTON PUBLIC LIBRARY,1215 CYPRESS ST,WILTON,52778,-91.017916,41.592748,19,139,MUSCATINE,42903,Y,CI,SO,ME,3995,3937,1,0,0,0,2.23,1.06,3.29,149980,3486,0,9306,162772,87137,24113,111250,18123,2479,670,21272,30250,162772,0,0,0,0,0,0,20840,15552,777,8189,684,0,3,17,20,75,2184,27572,2184,4105,30848,236,201,119,87,14,1801,1473,94,12,23578,-1,07/01/2013,06/30/2014
IA,IA0354,2015,BETTENDORF PUBLIC LIBRARY INFORMATION CENTER,2950 LEARNING CAMPUS DR,BETTENDORF,52722,-90.502007,41.552319,19,163,SCOTT,171387,Y,CI,SO,ME,33217,32738,1,0,0,11.2,12.2,20.03,32.23,2611436,93715,0,119587,2824738,1486651,535380,2022031,197660,81344,66069,345073,244332,2611436,486635,0,0,250000,736635,736635,146650,21113,22750,8793,10894,0,24,17,41,232,3536,372812,31512,20096,580946,55299,54171,652,287,157,16026,8570,1867,46,75236,-1,07/01/2013,06/30/2014
IA,IA0355,2015,DAVENPORT PUBLIC LIBRARY,321 MAIN ST,DAVENPORT,52801,-90.5755315,41.5226715,19,163,SCOTT,171387,Y,CI,MO,ME,99685,98248,1,2,0,17,18,41,59,5143460,75718,0,275334,5494512,2688302,1030086,3718388,218632,121060,172707,512399,925072,5155859,0,0,0,0,0,0,202495,5718,29313,5626,22077,0,27,17,44,439,7826,481592,109025,53640,831593,61716,87907,672,459,128,17870,13911,2193,76,85605,0,07/01/2013,06/30/2014
IA,IA0356,2015,SCOTT COUNTY LIBRARY SYSTEM,200 N 6TH AVE,ELDRIDGE,52748,-90.575384,41.65628,19,163,SCOTT,171387,Y,CO,MO,ME,39871,39296,1,5,1,4.5,4.5,13.5,18,1093531,29694,0,14889,1138114,605269,139634,744903,51532,27264,13591,92387,300824,1138114,0,0,0,0,0,0,96722,16025,5006,8390,6719,0,12,17,29,393,10920,161571,10292,13030,189898,24439,40737,732,668,26,16564,15524,648,26,15100,6761,07/01/2013,06/30/2014
IA,IA0357,2015,BENNETT PUBLIC LIBRARY,203 MAIN,BENNETT,52721,-90.9739331,41.7391962,19,31,CEDAR,18411,Y,CI,SO,ME,887,874,1,0,0,0,0.43,0.05,0.48,20678,261,0,2435,23374, , , ,3500,550,4800,8850, ,21462,0,0,0,0,0,0,3405,8200,103,4080,1444,0,4,13,17,5,800,4775,350,180,3591,0,0,24,20,1,380,350,10,4,624,10,07/01/2013,06/30/2014
IA,IA0358,2015,BELLEVUE PUBLIC LIBRARY,106 N 3RD ST SUITE 1,BELLEVUE,52031,-90.4254743,42.2582699,19,97,JACKSON,19482,Y,CI,SO,ME,6114,6026,1,0,0,0,2.63,0,2.63,142075,2742,0,6761,151578,83259,26786,110045,13970,1491,1241,16702,21204,147951,0,0,0,0,0,0,17238,8200,2528,4080,1271,0,3,13,16,30,2132,13357,2041,3553,51844,48,160,138,120,4,2659,2563,10,11,5359,375,07/01/2013,06/30/2014
IA,IA0359,2015,MAQUOKETA PUBLIC LIBRARY,126 S SECOND ST,MAQUOKETA,52060,-90.6668513,42.0687584,19,97,JACKSON,19482,Y,CI,SO,ME,8985,8855,1,0,0,1,2.18,1.9,4.08,154216,10305,0,114808,279329,144356,47024,191380,19274,1921,4987,26182,61767,279329,0,0,0,0,0,0,40744,8200,1423,4080,2738,0,2,17,19,67,2766,43054,2602,5333,69015,366,254,217,151,8,4079,3113,157,15,20852,1456,07/01/2013,06/30/2014
